A,B,C,D,Date,E,F,G,GeoID,H,I,J,K,L,M,N,O,P,R,S,SUMLEV,T,U,date,state,county
3286,130,164.0,74320.0,May_11_2020,3286.0,58,1.8,41,2.36,527,19.1,1839,127.09,21,19.27,79,154.9,0.08,0.0,states,80.5,3.18,2020-05-11,Oregon,
4043,94,61.0,64996.0,May_11_2020,4034.0,31,0.77,05,3.3,574,16.55,2815,229.23,14,17.5,69,276.0,0.14,0.0,states,135.19,3.14,2020-05-11,Arkansas,
5069,208,194.0,97635.0,May_11_2020,4863.0,206,4.24,35,4.0,1039,25.78,3895,331.77,52,33.33,188,940.0,0.24,0.01,states,242.25,9.94,2020-05-11,New Mexico,
1120,6,,3838.0,May_11_2020,151.0,0,0.0,66,0.0,2,0.18,439,64.46,0,0.0,1,20.0,,,states,,,2020-05-11,Guam,
19,2,,2676.0,May_11_2020,19.0,3,18.75,69,0.0,5,35.71,8,72.73,0,0.0,0,0.0,,,states,,,2020-05-11,Northern Mariana Islands,
11380,542,717.0,105084.0,May_11_2020,11380.0,261,2.35,04,1.12,2461,27.59,7987,235.4,180,49.72,430,383.93,0.16,0.01,states,163.82,7.8,2020-05-11,Arizona,
2256,113,159.0,,May_11_2020,2256.0,58,2.64,72,1.8,381,20.32,1468,186.29,16,16.49,71,169.05,0.07,0.0,states,66.61,3.34,2020-05-11,Puerto Rico,
380,8,7.0,28299.0,May_11_2020,381.0,2,0.53,02,0.0,12,3.26,125,49.02,1,14.29,2,33.33,0.05,0.0,states,51.45,1.08,2020-05-11,Alaska,
60557,3846,2176.0,231704.0,May_11_2020,57154.0,520,0.87,42,0.71,7565,14.28,38783,178.12,966,33.54,3331,646.8,0.47,0.03,states,473.43,30.07,2020-05-11,Pennsylvania,
3614,34,78.0,20964.0,May_11_2020,3614.0,97,2.76,46,0.0,947,35.51,2988,477.32,13,61.9,28,466.67,0.42,0.0,states,418.15,3.93,2020-05-11,South Dakota,
11798,591,452.0,115585.0,May_11_2020,14379.0,528,4.69,27,2.25,4564,63.09,10371,726.77,163,38.08,527,823.44,0.21,0.01,states,213.45,10.69,2020-05-11,Minnesota,
31881,2308,1310.0,189015.0,May_11_2020,31815.0,208,0.66,22,0.96,2135,7.18,11867,59.29,244,11.82,1502,186.35,0.68,0.05,states,683.61,49.49,2020-05-11,Louisiana,
3160,133,113.0,31723.0,May_11_2020,3160.0,89,2.9,33,0.0,572,22.1,2231,240.15,47,54.65,110,478.26,0.24,0.01,states,235.19,9.9,2020-05-11,New Hampshire,
25068,850,1504.0,125547.0,May_11_2020,25070.0,989,4.11,51,1.31,5576,28.61,19992,393.85,166,24.27,720,553.85,0.3,0.01,states,297.94,10.1,2020-05-11,Virginia,
6389,328,416.0,23872.0,May_11_2020,6389.0,117,1.87,11,1.55,1219,23.58,4611,259.34,70,27.13,281,597.87,0.93,0.05,states,933.38,47.92,2020-05-11,District of Columbia,
79123,3480,4319.0,363418.0,May_11_2020,79007.0,1461,1.88,17,1.58,15283,23.94,59943,312.53,807,30.19,2798,410.26,0.62,0.03,states,617.11,27.14,2020-05-11,Illinois,
623,17,,37051.0,May_11_2020,632.0,2,0.32,15,0.0,11,1.8,139,28.72,0,0.0,9,112.5,0.04,0.0,states,43.81,1.2,2020-05-11,Hawaii,
1370,57,49.0,62103.0,May_11_2020,1366.0,7,0.51,54,5.56,145,11.84,777,131.03,7,14.0,51,850.0,0.07,0.0,states,74.9,3.12,2020-05-11,West Virginia,
19793,986,573.0,88891.0,May_11_2020,19899.0,198,1.01,08,1.75,2994,17.82,12900,187.15,137,16.14,712,259.85,0.36,0.02,states,357.85,17.83,2020-05-11,Colorado,
8575,99,,37924.0,May_11_2020,8315.0,247,2.97,31,2.06,2452,40.05,7857,1094.29,21,26.92,81,450.0,0.45,0.01,states,450.19,5.2,2020-05-11,Nebraska,
40988,1137,1525.0,485828.0,May_11_2020,39869.0,951,2.38,48,2.43,7854,23.7,27780,210.33,223,24.4,872,329.06,0.15,0.0,states,146.99,4.08,2020-05-11,Texas,
459,16,4.0,22113.0,May_11_2020,459.0,1,0.22,30,0.0,3,0.66,82,21.75,0,0.0,10,166.67,0.04,0.0,states,44.06,1.54,2020-05-11,Montana,
78462,5108,3102.0,316266.0,May_11_2020,78462.0,669,0.86,25,2.59,9375,13.57,55602,243.23,1018,24.89,4422,644.61,1.15,0.07,states,1148.75,74.79,2020-05-11,Massachusetts,
33483,1683,1544.0,131407.0,May_11_2020,33373.0,790,2.42,24,2.37,6974,26.31,25789,335.18,366,27.79,1476,713.04,0.56,0.03,states,557.73,28.03,2020-05-11,Maryland,
2261,69,30.0,29912.0,May_11_2020,2230.0,29,1.3,16,2.99,155,7.36,823,57.23,5,7.81,42,155.56,0.13,0.0,states,133.96,4.09,2020-05-11,Idaho,
18172,957,350.0,229099.0,May_11_2020,18741.0,391,2.2,53,1.92,2125,13.24,7945,77.69,111,13.12,459,92.17,0.25,0.01,states,249.12,13.12,2020-05-11,Washington,
24785,1357,1011.0,185753.0,May_11_2020,24777.0,699,2.9,39,1.19,4311,21.06,18534,296.5,301,28.5,1110,449.39,0.21,0.01,states,212.9,11.66,2020-05-11,Ohio,
4613,274,177.0,91379.0,May_11_2020,4613.0,24,0.52,40,0.74,569,14.07,2745,146.95,36,15.13,181,194.62,0.12,0.01,states,117.73,6.99,2020-05-11,Oklahoma,
33765,3008,1212.0,98743.0,May_11_2020,33765.0,211,0.63,09,1.38,3792,12.65,22255,193.35,452,17.68,2514,508.91,0.94,0.08,states,942.76,83.99,2020-05-11,Connecticut,
10418,409,520.0,108033.0,May_11_2020,11920.0,199,1.95,55,2.25,2182,26.49,7205,224.25,69,20.29,268,190.07,0.18,0.01,states,180.29,7.08,2020-05-11,Wisconsin,
69514,2820,4549.0,923958.0,May_11_2020,67939.0,1463,2.15,06,1.84,13181,23.4,47093,210.04,523,22.77,2188,346.2,0.18,0.01,states,177.56,7.2,2020-05-11,California,
6565,225,275.0,25363.0,May_11_2020,6565.0,118,1.83,10,0.45,1277,24.15,5086,343.88,43,23.63,192,581.82,0.69,0.02,states,691.42,23.7,2020-05-11,Delaware,
47526,4584,1424.0,278293.0,May_11_2020,54004.0,410,0.87,26,0.73,3530,8.02,23671,99.23,449,10.86,3189,228.6,0.48,0.05,states,477.29,46.04,2020-05-11,Michigan,
1462,65,37.0,22092.0,May_11_2020,1462.0,26,1.81,23,1.56,257,21.33,846,137.34,8,14.04,46,242.11,0.11,0.0,states,109.69,4.88,2020-05-11,Maine,
6152,312,482.0,53932.0,May_11_2020,6152.0,32,0.52,32,1.96,525,9.33,3432,126.18,46,17.29,201,181.08,0.21,0.01,states,210.48,10.67,2020-05-11,Nevada,
1518,36,34.0,45496.0,May_11_2020,1518.0,27,1.81,38,2.86,293,23.92,1225,418.09,11,44.0,29,414.29,0.2,0.0,states,201.81,4.79,2020-05-11,North Dakota,
342267,27003,7226.0,867596.0,May_11_2020,337055.0,1610,0.47,36,0.76,17910,5.52,159277,87.04,2215,8.94,15844,141.98,1.74,0.14,states,1744.62,137.64,2020-05-11,New York,
7161,174,,46993.0,May_11_2020,7116.0,116,1.65,20,1.16,1776,32.98,5879,458.58,20,12.99,119,216.36,0.25,0.01,states,246.19,5.98,2020-05-11,Kansas,
15069,571,464.0,180820.0,May_11_2020,15045.0,286,1.93,37,1.78,3198,26.94,10759,249.63,117,25.77,485,563.95,0.15,0.01,states,148.38,5.62,2020-05-11,North Carolina,
25134,1540,1346.0,122061.0,May_11_2020,24627.0,501,2.03,18,2.12,4279,20.52,17640,235.39,276,21.84,1151,295.89,0.38,0.02,states,378.67,23.2,2020-05-11,Indiana,
9674,435,507.0,86211.0,May_11_2020,9674.0,173,1.82,28,1.16,1797,22.81,7032,266.16,125,40.32,342,367.74,0.32,0.01,states,323.68,14.55,2020-05-11,Mississippi,
6364,68,160.0,144223.0,May_11_2020,6362.0,113,1.81,49,1.49,1038,19.49,4156,188.22,18,36.0,50,277.78,0.21,0.0,states,208.97,2.23,2020-05-11,Utah,
32448,1420,1133.0,217361.0,May_11_2020,33927.0,181,0.56,13,2.68,4098,14.46,20187,164.64,192,15.64,988,228.7,0.32,0.01,states,315.11,13.79,2020-05-11,Georgia,
926,53,14.0,18797.0,May_11_2020,927.0,0,0.0,50,0.0,24,2.66,215,30.24,1,1.92,29,120.83,0.15,0.01,states,148.17,8.48,2020-05-11,Vermont,
7792,346,,76804.0,May_11_2020,7653.0,139,1.82,45,4.53,1035,15.32,4585,142.97,63,22.26,266,332.5,0.16,0.01,states,157.23,6.98,2020-05-11,South Carolina,
69,6,,1110.0,May_11_2020,69.0,0,0.0,78,20.0,3,4.55,18,35.29,2,50.0,5,500.0,,,states,,,2020-05-11,Virgin Islands,
11450,430,276.0,69365.0,May_11_2020,11788.0,176,1.56,44,1.9,1798,18.63,9101,387.44,89,26.1,374,667.86,1.08,0.04,states,1083.65,40.7,2020-05-11,Rhode Island,
10164,403,458.0,119435.0,May_11_2020,10009.0,275,2.78,01,2.54,2052,25.3,6902,211.59,105,35.23,310,333.33,0.21,0.01,states,208.93,8.28,2020-05-11,Alabama,
15777,264,591.0,267713.0,May_12_2020,16111.0,354,2.3,47,6.45,2222,16.39,10633,206.71,39,17.33,157,146.73,0.24,0.0,states,237.21,3.97,2020-05-12,Tennessee,
41915,1778,,537681.0,May_12_2020,41923.0,941,2.3,12,2.54,4484,11.98,22060,111.11,308,20.95,1318,286.52,0.2,0.01,states,203.49,8.63,2020-05-12,Florida,
10124,528,787.0,111290.0,May_12_2020,10006.0,99,0.99,29,3.12,1205,13.51,5964,143.37,120,29.41,412,355.17,0.17,0.01,states,166.24,8.67,2020-05-12,Missouri,
7003,333,383.0,97347.0,May_12_2020,6677.0,293,4.37,21,2.46,1181,20.29,5040,256.75,55,19.78,235,239.8,0.16,0.01,states,157.72,7.5,2020-05-12,Kentucky,
675,7,10.0,14384.0,May_12_2020,675.0,6,0.9,56,0.0,71,11.75,311,85.44,0,0.0,7,,0.12,0.0,states,116.01,1.2,2020-05-12,Wyoming,
12912,289,385.0,68376.0,May_12_2020,12912.0,539,4.36,19,6.64,2801,27.7,11325,713.61,82,39.61,248,604.88,0.41,0.01,states,412.19,9.23,2020-05-12,Iowa,
3359,130,165.0,74320.0,May_12_2020,3286.0,73,2.22,41,0.0,520,18.32,1832,119.97,17,15.04,78,150.0,0.08,0.0,states,82.29,3.18,2020-05-12,Oregon,
4164,95,59.0,66280.0,May_12_2020,4164.0,121,2.99,05,1.06,639,18.13,2884,225.31,12,14.46,68,251.85,0.14,0.0,states,139.23,3.18,2020-05-12,Arkansas,
624,17,,37305.0,May_12_2020,634.0,1,0.16,15,0.0,9,1.46,127,25.55,0,0.0,8,88.89,0.04,0.0,states,43.88,1.2,2020-05-12,Hawaii,
5212,219,207.0,101652.0,May_12_2020,5069.0,143,2.82,35,5.29,1075,25.99,3967,318.63,57,35.19,193,742.31,0.25,0.01,states,249.09,10.47,2020-05-12,New Mexico,
19,2,,2854.0,May_12_2020,19.0,0,0.0,69,0.0,5,35.71,8,72.73,0,0.0,0,0.0,,,states,,,2020-05-12,Northern Mariana Islands,
11736,562,765.0,111106.0,May_12_2020,11736.0,356,3.13,04,3.69,2431,26.13,8197,231.62,167,42.28,445,380.34,0.17,0.01,states,168.94,8.09,2020-05-12,Arizona,
2299,114,127.0,,May_12_2020,2299.0,43,1.91,72,0.88,375,19.49,1402,156.3,15,15.15,70,159.09,0.07,0.0,states,67.88,3.37,2020-05-12,Puerto Rico,
383,8,10.0,29578.0,May_12_2020,383.0,3,0.79,02,0.0,14,3.79,113,41.85,1,14.29,2,33.33,0.05,0.0,states,51.86,1.08,2020-05-12,Alaska,
61407,3924,2187.0,237989.0,May_12_2020,57991.0,850,1.4,42,2.03,7440,13.79,38452,167.51,718,22.4,3399,647.43,0.48,0.03,states,480.07,30.68,2020-05-12,Pennsylvania,
3663,39,74.0,21534.0,May_12_2020,3663.0,49,1.36,46,14.71,943,34.67,2934,402.47,15,62.5,33,550.0,0.42,0.0,states,423.82,4.51,2020-05-12,South Dakota,
12493,614,496.0,118934.0,May_12_2020,15043.0,695,5.89,27,3.89,4642,59.13,10872,670.7,159,34.95,544,777.14,0.23,0.01,states,226.02,11.11,2020-05-12,Minnesota,
32116,2347,1320.0,195962.0,May_12_2020,32050.0,235,0.74,22,1.69,2047,6.81,11521,55.94,232,10.97,1507,179.4,0.69,0.05,states,688.65,50.33,2020-05-12,Louisiana,
1121,6,,3939.0,May_12_2020,152.0,1,0.09,66,0.0,3,0.27,405,56.56,0,0.0,1,20.0,,,states,,,2020-05-12,Guam,
3239,142,117.0,32401.0,May_12_2020,3160.0,79,2.5,33,6.77,603,22.88,2254,228.83,50,54.35,119,517.39,0.24,0.01,states,241.06,10.57,2020-05-12,New Hampshire,
1571,38,38.0,46261.0,May_12_2020,1571.0,53,3.49,38,5.56,305,24.09,1263,410.06,13,52.0,30,375.0,0.21,0.01,states,208.85,5.05,2020-05-12,North Dakota,
6485,336,416.0,24565.0,May_12_2020,6485.0,96,1.5,11,2.44,1163,21.85,4610,245.87,72,27.27,286,572.0,0.95,0.05,states,947.41,49.09,2020-05-12,District of Columbia,
1379,58,50.0,63698.0,May_12_2020,1371.0,9,0.66,54,1.75,136,10.94,764,124.23,8,16.0,50,625.0,0.08,0.0,states,75.39,3.17,2020-05-12,West Virginia,
20103,1009,738.0,88778.0,May_12_2020,19879.0,310,1.57,08,2.33,2847,16.5,12800,175.27,108,11.99,719,247.93,0.36,0.02,states,363.45,18.24,2020-05-12,Colorado,
8732,102,192.0,39371.0,May_12_2020,8572.0,157,1.83,31,3.03,2290,35.55,7927,984.72,21,25.93,84,466.67,0.46,0.01,states,458.43,5.36,2020-05-12,Nebraska,
42348,1169,1725.0,497124.0,May_12_2020,41048.0,1360,3.32,48,2.81,8062,23.51,28572,207.4,214,22.41,881,305.9,0.15,0.0,states,151.87,4.19,2020-05-12,Texas,
461,16,4.0,22574.0,May_12_2020,461.0,2,0.44,30,0.0,5,1.1,74,19.12,0,0.0,10,166.67,0.04,0.0,states,44.25,1.54,2020-05-12,Montana,
79332,5141,3127.0,322164.0,May_12_2020,79332.0,870,1.11,25,0.65,9061,12.89,53857,211.41,929,22.06,4385,580.03,1.16,0.08,states,1161.49,75.27,2020-05-12,Massachusetts,
34174,1756,1563.0,135442.0,May_12_2020,34061.0,691,2.06,24,4.34,6957,25.56,25949,315.49,366,26.33,1520,644.07,0.57,0.03,states,569.24,29.25,2020-05-12,Maryland,
2294,69,25.0,30445.0,May_12_2020,2260.0,33,1.46,16,0.0,167,7.85,837,57.45,3,4.55,42,155.56,0.14,0.0,states,135.92,4.09,2020-05-12,Idaho,
18382,972,321.0,233864.0,May_12_2020,18952.0,210,1.16,53,1.57,2148,13.23,7968,76.51,109,12.63,461,90.22,0.25,0.01,states,252.0,13.33,2020-05-12,Washington,
25257,1436,1032.0,192481.0,May_12_2020,25250.0,472,1.9,39,5.82,4288,20.45,18652,282.39,301,26.52,1183,467.59,0.22,0.01,states,216.95,12.33,2020-05-12,Ohio,
4731,278,190.0,91379.0,May_12_2020,4732.0,118,2.56,40,1.46,604,14.64,2761,140.15,31,12.55,182,189.58,0.12,0.01,states,120.75,7.1,2020-05-12,Oklahoma,
34333,3041,1189.0,104091.0,May_12_2020,34333.0,568,1.68,09,1.1,3712,12.12,22298,185.28,408,15.5,2487,448.92,0.96,0.08,states,958.62,84.91,2020-05-12,Connecticut,
10617,418,520.0,112748.0,May_12_2020,12131.0,199,1.91,55,2.2,2051,23.94,7276,217.78,65,18.41,273,188.28,0.18,0.01,states,183.74,7.23,2020-05-12,Wisconsin,
71150,2902,4544.0,963988.0,May_12_2020,69382.0,1636,2.35,06,2.91,12302,20.9,47827,205.06,516,21.63,2226,329.29,0.18,0.01,states,181.74,7.41,2020-05-12,California,
6741,237,276.0,26550.0,May_12_2020,6741.0,176,2.68,10,5.33,1370,25.51,5116,314.83,50,26.74,202,577.14,0.71,0.02,states,709.96,24.96,2020-05-12,Delaware,
47946,4674,1384.0,291701.0,May_12_2020,55641.0,420,0.88,26,1.96,3555,8.01,23450,95.73,495,11.84,3186,214.11,0.48,0.05,states,481.51,46.94,2020-05-12,Michigan,
1477,65,34.0,22092.0,May_12_2020,1477.0,15,1.03,23,0.0,251,20.47,844,133.33,4,6.56,46,242.11,0.11,0.0,states,110.82,4.88,2020-05-12,Maine,
6311,321,522.0,57764.0,May_12_2020,6311.0,159,2.58,32,2.88,646,11.4,3451,120.66,45,16.3,208,184.07,0.22,0.01,states,215.92,10.98,2020-05-12,Nevada,
83168,3617,4626.0,388670.0,May_12_2020,83021.0,4045,5.11,17,3.94,17279,26.22,62316,298.85,774,27.22,2890,397.52,0.65,0.03,states,648.66,28.21,2020-05-12,Illinois,
25798,891,1529.0,129529.0,May_12_2020,25800.0,730,2.91,51,4.82,5542,27.36,20525,389.25,178,24.96,750,531.91,0.31,0.01,states,306.62,10.59,2020-05-12,Virginia,
343705,27282,7063.0,886628.0,May_12_2020,338485.0,1438,0.42,36,1.03,17046,5.22,152280,79.55,2254,9.01,15166,125.17,1.75,0.14,states,1751.95,139.06,2020-05-12,New York,
140743,9508,4328.0,292317.0,May_12_2020,140743.0,798,0.57,34,2.13,10150,7.77,78893,127.56,1264,15.33,7158,304.6,1.58,0.11,states,1584.61,107.05,2020-05-12,New Jersey,
7352,178,,46993.0,May_12_2020,7116.0,191,2.67,20,2.3,1725,30.66,6015,449.89,18,11.25,122,217.86,0.25,0.01,states,252.75,6.12,2020-05-12,Kansas,
25676,1578,1283.0,125383.0,May_12_2020,25127.0,542,2.16,18,2.47,4253,19.85,17686,221.35,252,19.0,1173,289.63,0.39,0.02,states,386.84,23.77,2020-05-12,Indiana,
9908,457,604.0,87784.0,May_12_2020,9908.0,234,2.42,28,5.06,1701,20.73,7127,256.27,115,33.63,361,376.04,0.33,0.02,states,331.51,15.29,2020-05-12,Mississippi,
7927,355,,85213.0,May_12_2020,7927.0,135,1.73,45,2.6,1086,15.87,4608,138.84,59,19.93,273,332.93,0.16,0.01,states,159.95,7.16,2020-05-12,South Carolina,
33311,1470,1125.0,227544.0,May_12_2020,34635.0,863,2.66,13,3.52,4435,15.36,21208,175.23,193,15.11,1032,235.62,0.32,0.01,states,323.49,14.28,2020-05-12,Georgia,
11614,444,277.0,70916.0,May_12_2020,12007.0,164,1.43,44,3.26,1681,16.92,8949,335.8,89,25.07,381,604.76,1.1,0.04,states,1099.17,42.02,2020-05-12,Rhode Island,
927,53,18.0,19107.0,May_12_2020,929.0,1,0.11,50,0.0,20,2.21,200,27.51,1,1.92,27,103.85,0.15,0.01,states,148.33,8.48,2020-05-12,Vermont,
6454,73,166.0,147053.0,May_12_2020,6432.0,90,1.41,49,7.35,1005,18.44,4149,180.0,17,30.36,55,305.56,0.21,0.0,states,211.93,2.4,2020-05-12,Utah,
69,6,,1115.0,May_12_2020,69.0,0,0.0,78,0.0,3,4.55,18,35.29,2,50.0,5,500.0,,,states,,,2020-05-12,Virgin Islands,
15402,597,475.0,186898.0,May_12_2020,15346.0,333,2.21,37,4.55,3119,25.39,10882,240.75,120,25.16,511,594.19,0.15,0.01,states,151.66,5.88,2020-05-12,North Carolina,
10464,435,529.0,122908.0,May_12_2020,10310.0,300,2.95,01,7.94,2027,24.03,6881,192.05,120,38.1,342,367.74,0.22,0.01,states,215.1,8.94,2020-05-12,Alabama,
42394,1826,,552361.0,May_13_2020,42402.0,479,1.14,12,2.7,4400,11.58,21383,101.77,288,18.73,1328,266.67,0.21,0.01,states,205.81,8.86,2020-05-13,Florida,
141560,9702,4226.0,299890.0,May_13_2020,141560.0,817,0.58,34,2.04,9670,7.33,76976,119.19,1153,13.49,7259,297.13,1.59,0.11,states,1593.81,109.23,2020-05-13,New Jersey,
10369,548,771.0,114000.0,May_13_2020,10142.0,245,2.42,29,3.79,1205,13.15,5981,136.3,119,27.74,412,302.94,0.17,0.01,states,170.26,9.0,2020-05-13,Missouri,
7102,334,379.0,103781.0,May_13_2020,6853.0,99,1.41,21,0.3,1156,19.44,5054,246.78,48,16.78,228,215.09,0.16,0.01,states,159.95,7.52,2020-05-13,Kentucky,
688,7,10.0,14384.0,May_13_2020,675.0,13,1.93,56,0.0,57,9.03,315,84.45,0,0.0,6,600.0,0.12,0.0,states,118.25,1.2,2020-05-13,Wyoming,
13289,306,388.0,72430.0,May_13_2020,13289.0,377,2.92,19,5.88,2885,27.73,11579,677.13,87,39.73,262,595.45,0.42,0.01,states,424.23,9.77,2020-05-13,Iowa,
3416,134,162.0,80571.0,May_13_2020,3416.0,57,1.7,41,3.08,500,17.15,1832,115.66,19,16.52,81,152.83,0.08,0.0,states,83.69,3.28,2020-05-13,Oregon,
4236,97,59.0,69051.0,May_13_2020,4164.0,72,1.73,05,2.11,625,17.31,2761,187.19,10,11.49,67,223.33,0.14,0.0,states,141.64,3.24,2020-05-13,Arkansas,
7552,179,,50160.0,May_13_2020,7468.0,200,2.72,20,0.56,1659,28.15,6168,445.66,16,9.82,116,184.13,0.26,0.01,states,259.63,6.15,2020-05-13,Kansas,
5364,231,199.0,105077.0,May_13_2020,5212.0,152,2.92,35,5.48,1074,25.03,4019,298.81,62,36.69,200,645.16,0.26,0.01,states,256.35,11.04,2020-05-13,New Mexico,
19,2,,3021.0,May_13_2020,19.0,0,0.0,69,0.0,4,26.67,8,72.73,0,0.0,0,0.0,,,states,,,2020-05-13,Northern Mariana Islands,
12176,594,755.0,115574.0,May_13_2020,12176.0,440,3.75,04,5.69,2469,25.44,8474,228.9,168,39.44,472,386.89,0.18,0.01,states,175.28,8.55,2020-05-13,Arizona,
2329,115,142.0,,May_13_2020,2329.0,30,1.3,72,0.88,361,18.34,1426,157.92,16,16.16,70,155.56,0.07,0.0,states,68.76,3.4,2020-05-13,Puerto Rico,
383,8,12.0,30266.0,May_13_2020,383.0,0,0.0,02,0.0,13,3.51,108,39.27,0,0.0,2,33.33,0.05,0.0,states,51.86,1.08,2020-05-13,Alaska,
62194,4104,2012.0,244171.0,May_13_2020,58698.0,787,1.28,42,4.59,7205,13.1,37899,156.0,744,22.14,3541,628.95,0.49,0.03,states,486.23,32.08,2020-05-13,Pennsylvania,
3732,39,79.0,22112.0,May_13_2020,3732.0,69,1.88,46,0.0,953,34.29,2865,330.45,10,34.48,33,550.0,0.43,0.0,states,431.8,4.51,2020-05-13,South Dakota,
12916,638,494.0,125502.0,May_13_2020,15772.0,423,3.39,27,3.91,4337,50.55,11266,682.79,153,31.55,568,811.43,0.23,0.01,states,233.67,11.54,2020-05-13,Minnesota,
32728,2381,1194.0,205242.0,May_13_2020,32662.0,612,1.91,22,1.45,2256,7.4,11712,55.73,214,9.88,1497,169.34,0.7,0.05,states,701.77,51.05,2020-05-13,Louisiana,
1121,6,,4110.0,May_13_2020,152.0,0,0.0,66,0.0,3,0.27,402,55.91,0,0.0,0,0.0,,,states,,,2020-05-13,Guam,
3299,150,121.0,33977.0,May_13_2020,3239.0,60,1.85,33,5.63,558,20.36,2279,223.43,39,35.14,127,552.17,0.25,0.01,states,245.53,11.16,2020-05-13,New Hampshire,
1647,40,37.0,47298.0,May_13_2020,1647.0,76,4.84,38,5.26,324,24.49,1316,397.58,9,29.03,31,344.44,0.22,0.01,states,218.96,5.32,2020-05-13,North Dakota,
6584,350,423.0,25074.0,May_13_2020,6584.0,99,1.53,11,4.17,1123,20.56,4629,236.78,73,26.35,298,573.08,0.96,0.05,states,961.87,51.13,2020-05-13,District of Columbia,
1405,59,58.0,65282.0,May_13_2020,1398.0,26,1.89,54,1.72,128,10.02,767,120.22,8,15.69,50,555.56,0.08,0.0,states,76.82,3.23,2020-05-13,West Virginia,
20442,1062,688.0,91093.0,May_13_2020,20157.0,339,1.69,08,5.25,2722,15.36,12751,165.79,143,15.56,754,244.81,0.37,0.02,states,369.58,19.2,2020-05-13,Colorado,
9072,106,192.0,41033.0,May_13_2020,8692.0,340,3.89,31,3.92,2301,33.98,8202,942.76,21,24.71,87,457.89,0.48,0.01,states,476.28,5.57,2020-05-13,Nebraska,
43822,1205,1676.0,514373.0,May_13_2020,42403.0,1474,3.48,48,3.08,8381,23.65,29335,202.49,220,22.34,885,276.56,0.16,0.0,states,157.15,4.32,2020-05-13,Texas,
462,16,3.0,23390.0,May_13_2020,462.0,1,0.22,30,0.0,6,1.32,68,17.26,0,0.0,9,128.57,0.04,0.0,states,44.35,1.54,2020-05-13,Montana,
80497,5315,3101.0,329535.0,May_13_2020,80497.0,1165,1.47,25,3.38,8472,11.76,53630,199.61,895,20.25,4471,529.74,1.18,0.08,states,1178.55,77.82,2020-05-13,Massachusetts,
34927,1809,1550.0,138762.0,May_13_2020,34812.0,753,2.2,24,3.02,6664,23.58,25991,290.86,366,25.36,1547,590.46,0.58,0.03,states,581.78,30.13,2020-05-13,Maryland,
2325,69,20.0,30835.0,May_13_2020,2293.0,31,1.35,16,0.0,167,7.74,826,55.1,2,2.99,36,109.09,0.14,0.0,states,137.75,4.09,2020-05-13,Idaho,
18492,977,384.0,238384.0,May_13_2020,19179.0,110,0.6,53,0.51,1619,9.6,7945,75.33,96,10.9,452,86.1,0.25,0.01,states,253.51,13.39,2020-05-13,Washington,
25727,1483,924.0,200133.0,May_13_2020,25721.0,470,1.86,39,3.27,4151,19.24,18752,268.85,258,21.06,1209,441.24,0.22,0.01,states,220.99,12.74,2020-05-13,Ohio,
34855,3125,1158.0,108088.0,May_13_2020,34855.0,522,1.52,09,2.76,3860,12.45,21474,160.48,407,14.97,2523,419.1,0.97,0.09,states,973.19,87.25,2020-05-13,Connecticut,
4852,278,218.0,104275.0,May_13_2020,4852.0,121,2.56,40,0.0,651,15.5,2783,134.51,25,9.88,180,183.67,0.12,0.01,states,123.83,7.1,2020-05-13,Oklahoma,
10903,421,527.0,117111.0,May_13_2020,12449.0,286,2.69,55,0.72,2002,22.49,7475,218.06,59,16.3,266,171.61,0.19,0.01,states,188.69,7.29,2020-05-13,Wisconsin,
6952,247,282.0,27801.0,May_13_2020,6952.0,211,3.13,10,4.22,1174,20.32,5191,294.78,54,27.98,206,502.44,0.73,0.03,states,732.18,26.01,2020-05-13,Delaware,
73218,3014,4545.0,994451.0,May_13_2020,71141.0,2068,2.91,06,3.86,12431,20.45,48884,200.89,536,21.63,2289,315.72,0.19,0.01,states,187.03,7.7,2020-05-13,California,
48307,4714,1384.0,310242.0,May_13_2020,56458.0,361,0.75,26,0.86,3228,7.16,22817,89.51,464,10.92,3111,194.07,0.49,0.05,states,485.13,47.34,2020-05-13,Michigan,
1515,66,41.0,22092.0,May_13_2020,1515.0,38,2.57,23,1.54,261,20.81,817,117.05,4,6.45,47,247.37,0.11,0.0,states,113.67,4.95,2020-05-13,Maine,
84874,3815,4563.0,404661.0,May_13_2020,84698.0,1706,2.05,17,5.47,16710,24.51,62849,285.35,838,28.15,3015,376.88,0.66,0.03,states,661.97,29.75,2020-05-13,Illinois,
6482,331,522.0,60278.0,May_13_2020,6394.0,171,2.71,32,3.12,738,12.85,3446,113.5,45,15.73,217,190.35,0.22,0.01,states,221.77,11.32,2020-05-13,Nevada,
26744,927,1526.0,134646.0,May_13_2020,26746.0,946,3.67,51,4.04,6490,32.04,20998,365.44,214,30.01,778,522.15,0.32,0.01,states,317.86,11.02,2020-05-13,Virginia,
345828,27448,6946.0,918246.0,May_13_2020,340661.0,2123,0.62,36,0.61,16423,4.99,147855,74.68,1492,5.75,14450,111.17,1.76,0.14,states,1762.77,139.91,2020-05-13,New York,
16261,271,635.0,276547.0,May_13_2020,16370.0,484,3.07,47,2.65,2524,18.37,10778,196.57,34,14.35,157,137.72,0.24,0.0,states,244.49,4.07,2020-05-13,Tennessee,
